"site","site_abbr","site_id","data_interval","timestamp","recnum","rain","snow_depth_mean","snow_depth_min","snow_depth_max","air_temp_avg","air_temp_min","air_temp_max","windspeed_avg","windspeed_max"
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-30 00:00:00",991,0.254,0,0,0,10.66,5.576,18.24,0.374,3.25
"Ackerman Clearing","ackerman",1,"24 hour","2019-05-31 00:00:00",992,0,0,0,0,14.66,9.85,20.53,0.932,4.363
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-01 00:00:00",993,0,0,0,0.006,13.32,7.671,19.36,0.937,3.775
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-02 00:00:00",994,6.35,0.001,0,0.009,13.91,5.605,22.27,1.157,4.462
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-03 00:00:00",995,3.302,0.003,0,0.016,13.09,7.029,17.01,1.235,4.237
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-04 00:00:00",996,1.27,0.008,0,0.027,6.514,3.19,11.58,1.519,6.15
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-05 00:00:00",997,8.89,0.012,0,0.037,7.887,3.172,16.68,0.871,5.15
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-06 00:00:00",998,39.37,0.008,0,0.027,12.68,7.302,18.1,0.656,3
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-07 00:00:00",999,3.048,0.011,0,0.035,15.32,9.96,22.47,0.755,3.275
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-08 00:00:00",1000,0,0.015,0,0.046,15,5.527,24.6,0.674,3.525
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-09 00:00:00",1001,0,0.019,0,0.05,16.22,7.42,25.66,0.956,3.288
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-10 00:00:00",1002,0,0.022,0,0.039,17.91,6.832,27.57,1.917,4.913
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-11 00:00:00",1003,8.13,0.023,0,0.062,16.03,9.69,25.25,3.368,8.48
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-12 00:00:00",1004,9.65,0.027,0,0.195,12.75,8.46,17.41,1.451,4.862
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-13 00:00:00",1005,0.254,0.024,0,0.179,14.39,5.882,22.27,1.741,5.775
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-14 00:00:00",1006,1.27,0.03,0,0.057,11.26,9.42,16.97,3.329,9.5
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-15 00:00:00",1007,2.794,0.044,0,0.449,10.16,8.61,12.03,1.492,5.013
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-16 00:00:00",1008,3.302,0.071,0,1.497,14.97,8.63,23.02,1.915,7.5
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-17 00:00:00",1009,2.286,0.118,0,0.483,13.66,9.28,18.24,0.224,1.663
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-18 00:00:00",1010,0,0.12,0,0.356,15.2,8.05,23.7,0.571,2.95
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-19 00:00:00",1011,0,0.189,0,0.249,17.42,12.48,24.45,0.947,4.212
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-20 00:00:00",1012,0,0.157,0,0.235,18.42,13.05,25.79,1.026,3.475
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-21 00:00:00",1013,53.09,0.063,0,0.223,16.25,13.61,18.57,1.054,4.975
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-22 00:00:00",1014,0.254,0,0,0,14.31,9.87,20.22,0.919,3.688
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-23 00:00:00",1015,0,0,0,0,14.59,8.81,20.84,1.02,4.225
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-24 00:00:00",1016,0,0,0,0,17.26,10.65,25.1,1.048,4.35
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-25 00:00:00",1017,0,0,0,0,18.24,10.55,26.78,0.875,4.188
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-26 00:00:00",1018,6.858,0,0,0,17.86,14.32,24.98,2.012,5.275
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-27 00:00:00",1019,0,0,0,0,19.22,13.44,26.76,0.844,4.088
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-28 00:00:00",1020,0,0,0,0,20.09,14.62,26.95,0.929,4.2
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-29 00:00:00",1021,0,0,0,0,19.91,13.28,28.4,0.543,3.438
"Ackerman Clearing","ackerman",1,"24 hour","2019-06-30 00:00:00",1022,5.334,0,0,0,18.17,14.26,24.34,0.61,4.05
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-01 00:00:00",1023,9.91,0,0,0,14.43,12.5,17.78,0.757,3.213
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-02 00:00:00",1024,0,0,0,0,18.03,13.55,24.94,0.638,3.35
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-03 00:00:00",1025,0.762,0,0,0,18.87,13.9,26.44,0.558,3.688
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-04 00:00:00",1026,0,0,0,0,20.43,13.72,28.35,0.447,3.075
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-05 00:00:00",1027,0,0,0,0,21.41,14.25,28.53,1.098,3.825
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-06 00:00:00",1028,0,0,0,0,21.87,16.93,28.04,1.482,4.987
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-07 00:00:00",1029,20.32,0,0,0,20.83,14.49,25.9,0.39,3.575
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-08 00:00:00",1030,0,0,0,0,16.71,10.47,24.27,0.551,2.95
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-09 00:00:00",1031,0,0,0,0,17.13,8.65,26.96,0.354,2.85
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-10 00:00:00",1032,0,0,0,0,18.58,10.96,26.61,0.442,3.8
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-11 00:00:00",1033,0,0,0,0,20.22,11.78,28.96,0.457,3.013
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-12 00:00:00",1034,21.08,0,0,0,19.9,15.88,24.51,1.748,6.288
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-13 00:00:00",1035,0.254,0,0,0,18.47,16.54,23.29,0.685,3.125
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-14 00:00:00",1036,1.016,0,0,0,19.57,15.31,26.99,0.713,3.888
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-15 00:00:00",1037,0,0,0,0,18.44,14.07,23.85,0.468,3.25
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-16 00:00:00",1038,0,0,0,0,16.96,11.26,24.47,0.263,3.3
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-17 00:00:00",1039,0,0,0,0,19.79,10.61,28.18,0.937,4.813
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-18 00:00:00",1040,7.62,0,0,0,20.29,17.74,23.11,0.221,2.788
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-19 00:00:00",1041,1.27,0,0,0,20.24,14.39,26.78,1.189,4.962
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-20 00:00:00",1042,0,0,0,0,22.72,17.65,28.06,0.812,4.188
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-21 00:00:00",1043,1.524,0,0,0,24.53,20.6,30.22,0.733,4.1
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-22 00:00:00",1044,0,0,0,0,22.49,16.43,27.51,0.981,3.8
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-23 00:00:00",1045,11.43,0.001,0,1.046,15.8,14.6,17.03,0.377,4.438
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-24 00:00:00",1046,0.254,0,0,0,16.64,12.79,23.92,0.261,3.075
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-25 00:00:00",1047,0,0,0,0,16.06,10.4,23.17,0.333,2.675
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-26 00:00:00",1048,0,0,0,0,17.39,9.61,25.38,0.338,2.65
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-27 00:00:00",1049,0,0,0,0,19.52,11.26,28.11,0.234,2.525
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-28 00:00:00",1050,0.254,0,0,0,20.24,13.65,27.75,0.708,5.525
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-29 00:00:00",1051,0,0,0,0,20.75,15.08,26.6,0.785,5.188
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-30 00:00:00",1052,0,0,0,0,22.84,18.28,29.12,0.62,3.863
"Ackerman Clearing","ackerman",1,"24 hour","2019-07-31 00:00:00",1053,3.302,0,0,0,20.98,17.35,29.54,0.942,6.775
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-01 00:00:00",1054,5.334,0,0,0.013,19.56,14.84,25.37,0.471,3.575
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-02 00:00:00",1055,0,0,0,0,17.57,12.31,24.89,0.438,3.025
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-03 00:00:00",1056,0,0,0,0,17.48,8.77,26.04,0.305,2.938
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-04 00:00:00",1057,0,0,0,0,18.64,10.82,27.24,0.51,4.212
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-05 00:00:00",1058,0,0,0,0,17.45,11.22,23.4,0.624,3.275
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-06 00:00:00",1059,0,0,0,0,17.07,8.16,25.4,0.583,4.025
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-07 00:00:00",1060,0,0,0,0,18.4,9.77,27.23,1.39,5.013
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-08 00:00:00",1061,3.048,0,0,0,19.5,16.18,25.55,1.132,5.313
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-09 00:00:00",1062,4.318,0,0,0,19.41,16.44,25.29,0.753,4.1
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-10 00:00:00",1063,10.16,0,0,0,16.37,10.67,22.65,0.972,4.212
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-11 00:00:00",1064,7.366,0,0,0,13.09,10.42,18.94,0.648,3.313
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-12 00:00:00",1065,0,0,0,0,15.5,9.29,22.04,0.784,3.438
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-13 00:00:00",1066,0.254,0,0,0,18.96,12.35,25.29,0.885,4.625
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-14 00:00:00",1067,20.07,0,0,0,18.76,13.62,25.46,0.546,3.538
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-15 00:00:00",1068,0,0,0,0,16.22,10.36,24.74,0.399,3.263
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-16 00:00:00",1069,6.096,0,0,0,16.74,10.19,24.34,1.123,4.175
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-17 00:00:00",1070,3.048,0,0,0,17.68,15.23,21.57,1.739,3.713
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-18 00:00:00",1071,4.572,0,0,0,18.31,15.92,24.93,1.39,4.237
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-19 00:00:00",1072,1.524,0,0,0,19.3,15.1,25.36,1.296,4.563
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-20 00:00:00",1073,2.032,0,0,0,19.46,14.89,25.09,1.051,3.888
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-21 00:00:00",1074,0,0,0,0,18.42,11.65,26.59,0.556,4.075
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-22 00:00:00",1075,9.65,0,0,0,16.33,11.97,21.45,0.853,4.513
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-23 00:00:00",1076,0,0,0,0,17.85,12.64,22.71,0.789,3.825
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-24 00:00:00",1077,0,0,0,0.005,13.63,8.24,20.39,0.572,3.087
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-25 00:00:00",1078,0,0,0,0.012,12.97,7.122,20.67,0.468,2.888
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-26 00:00:00",1079,0,0,0,0,15.12,8.99,22.54,1.206,4.6
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-27 00:00:00",1080,0,0,0,0,15.05,7.513,23.33,1.158,5.163
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-28 00:00:00",1081,0,0,0,0,15.16,7.693,23.24,2.168,5.812
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-29 00:00:00",1082,37.59,0,0,0,16.07,13.66,17.82,1.442,4.825
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-30 00:00:00",1083,0,0,0,0,15.43,10.5,21.29,0.639,4.063
"Ackerman Clearing","ackerman",1,"24 hour","2019-08-31 00:00:00",1084,0,0,0,0.012,14.68,8.71,22.31,1.18,5.7
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-01 00:00:00",1085,0,0,0,0,12.57,8.4,19.75,0.611,3.55
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-02 00:00:00",1086,4.064,0,0,0,12.88,6.876,19.74,2.014,5.237
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-03 00:00:00",1087,23.37,0,0,0,14.65,13.01,17.47,1.483,5.025
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-04 00:00:00",1088,0.254,0.001,0,1.047,15.81,12.97,21.5,1.214,4.913
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-05 00:00:00",1089,17.78,0.001,0,0.911,15.31,8.72,22.91,1.993,5.663
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-06 00:00:00",1090,0,0,0,0.038,12.55,8.01,20.11,0.395,2.913
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-07 00:00:00",1091,0,0,0,0.005,13.18,6.673,20.77,1.897,5.587
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-08 00:00:00",1092,4.826,0,0,0.028,11.75,8.59,17.01,0.833,3.713
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-09 00:00:00",1093,0,0,0,0,10.96,7.736,15.01,0.563,3.3
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-10 00:00:00",1094,0,0.001,0,0.034,10.72,6.422,18.15,0.385,2.463
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-11 00:00:00",1095,7.874,0.001,0,0.035,13.65,4.726,21.35,1.933,5.375
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-12 00:00:00",1096,7.366,0,0,0,18.75,13.9,24.51,0.818,4.175
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-13 00:00:00",1097,0,0,0,0.029,11.94,6.452,17.31,0.579,3.138
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-14 00:00:00",1098,0,0,0,0.012,10.75,2.295,17.51,3.713,9.71
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-15 00:00:00",1099,1.016,0,0,0.039,13.61,10.08,19.2,2.729,8.35
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-16 00:00:00",1100,0,0,0,0,13.43,10.26,19.97,0.854,3.988
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-17 00:00:00",1101,0,0,0,0.037,11.24,6.592,17.99,0.546,3.213
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-18 00:00:00",1102,0,0,0,0.023,11.29,5.68,19.33,0.585,3.363
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-19 00:00:00",1103,0,0,0,0.044,10.31,3.879,18.46,0.732,3.588
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-20 00:00:00",1104,0,0,0,0.038,10.78,1.389,21.29,0.472,2.513
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-21 00:00:00",1105,0,0,0,0.021,13.87,5.855,23.12,0.362,2.375
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-22 00:00:00",1106,0,0.001,0,0.975,17.06,10.12,25.64,0.44,2.938
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-23 00:00:00",1107,0,0,0,0,18.42,8.63,26.43,1.124,4.962
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-24 00:00:00",1108,16.76,0,0,0,18.99,14.26,22.6,1.059,4.938
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-25 00:00:00",1109,1.778,0,0,0,11.26,9.03,14.21,0.731,3.238
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-26 00:00:00",1110,0,0,0,0.006,13.6,7.751,20.76,0.68,3.825
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-27 00:00:00",1111,8.89,0,0,0.013,12.13,6.847,14.5,0.826,3.338
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-28 00:00:00",1112,0,0.001,0,0.042,11.76,5.777,19.28,1.379,4.862
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-29 00:00:00",1113,4.064,0,0,0.023,14.82,11.04,20.71,1.439,4.188
"Ackerman Clearing","ackerman",1,"24 hour","2019-09-30 00:00:00",1114,0.508,0.003,0,0.062,9.91,5.251,15.35,0.871,3.313
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-01 00:00:00",1115,0.254,0.002,0,0.067,9.37,3.637,16.54,2.553,5.825
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-02 00:00:00",1116,15.75,0,0,0,16.28,10.16,23.49,1.249,4.012
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-03 00:00:00",1117,7.874,0.001,0,0.034,11.46,2.611,18.49,0.779,2.863
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-04 00:00:00",1118,3.048,0.003,0,0.08,4.785,1.746,7.735,2.786,7.15
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-05 00:00:00",1119,2.032,0.009,0,0.07,4.085,-0.912,7.507,1.02,3.738
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-06 00:00:00",1120,0,0.005,0,0.062,4.166,-1.86,12.88,1.481,4.388
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-07 00:00:00",1121,1.778,0.005,0,0.044,8.78,2.093,14.29,3.14,6.888
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-08 00:00:00",1122,31.24,0,0,0,11.18,8.48,13.81,0.383,2.538
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-09 00:00:00",1123,0,0.004,0,0.041,8.66,3.23,16.35,0.46,3.175
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-10 00:00:00",1124,0,0.01,0,0.043,6.878,0.029,15.09,0.849,4.15
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-11 00:00:00",1125,0,0.01,0,0.051,10.04,3.743,19.64,0.87,6.225
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-12 00:00:00",1126,0,0.003,0,0.045,10.74,1.998,20.63,0.917,6.2
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-13 00:00:00",1127,0.254,0.003,0,0.043,10.55,5.171,19.69,1.896,5
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-14 00:00:00",1128,0,0.003,0,0.041,8.35,2.65,17.43,1.862,6.212
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-15 00:00:00",1129,0,0,0,0.034,7.694,3.443,16.43,2.012,5.263
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-16 00:00:00",1130,0,0.003,0,0.048,6.019,1.153,12.9,0.988,4.325
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-17 00:00:00",1131,14.73,0,0,0.035,6.716,2.038,12.42,4.284,10.58
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-18 00:00:00",1132,0,0,0,0,4.476,3.345,6.709,1.784,5.05
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-19 00:00:00",1133,0,0,0,0,2.395,0.646,3.951,1.364,4.175
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-20 00:00:00",1134,0,0.001,0,0.045,3.573,-1.137,10.85,0.588,2.75
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-21 00:00:00",1135,0.254,0.004,0,0.06,3.735,-1.006,8.41,1.822,5.163
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-22 00:00:00",1136,0,0.001,0,0.035,7.812,-0.039,17.86,1.676,7.788
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-23 00:00:00",1137,0.254,0,0,0.022,9.65,7.439,12.24,5.745,10.96
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-24 00:00:00",1138,0,0.002,0,0.039,7.962,4.044,12.6,1.112,5.563
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-25 00:00:00",1139,0,0.001,0,0.035,6.832,2.901,14.9,1.171,7.213
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-26 00:00:00",1140,0,0,0,0,4.782,2.496,7.024,0.209,2.8
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-27 00:00:00",1141,0,0.004,0,0.042,4.961,0.804,10.55,1.294,5.563
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-28 00:00:00",1142,0,0,0,0.015,5.629,3.491,9.11,5.002,13.49
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-29 00:00:00",1143,0,0.001,0,0.038,8.55,7.052,11,1.81,6.938
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-30 00:00:00",1144,0,0.001,0,0.029,9.61,7.746,13.25,3.556,6.975
"Ackerman Clearing","ackerman",1,"24 hour","2019-10-31 00:00:00",1145,0,0.001,0,0.021,11.76,9.56,15.8,1.809,6.788
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-01 00:00:00",1146,0,0,0,0,13.77,10.87,17.21,3.634,8.37
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-02 00:00:00",1147,0,0,0,0.012,2.004,-2.463,10.87,2.782,8.49
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-03 00:00:00",1148,0,0,0,0.032,0.075,-3.252,2.905,1.29,4.813
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-04 00:00:00",1149,0,0,0,0,0.594,-1.019,4.936,0.988,4.925
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-05 00:00:00",1150,0.508,0,0,0.038,1.653,-2.135,4.6,2.875,7.788
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-06 00:00:00",1151,0,0,0,0,3.395,-0.088,5.933,2.243,5.775
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-07 00:00:00",1152,0,0,0,0.01,-0.048,-1.743,2.943,1.412,5.838
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-08 00:00:00",1153,0,0,0,0,-1.206,-8.13,3.205,0.681,2.663
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-09 00:00:00",1154,0,0,0,0.008,-7.683,-9.67,-4.948,1.061,3.388
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-10 00:00:00",1155,0.254,0,0,0,-4.663,-10.36,0.289,2.081,6.325
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-11 00:00:00",1156,0,0,0,0,-0.423,-4.22,2.853,1.592,5.638
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-12 00:00:00",1157,0,0.008,0,0.036,-3.547,-6.053,-0.963,0.834,2.875
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-13 00:00:00",1158,0,0.101,0,0.128,-10.13,-16.28,-5.301,1.717,4.513
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-14 00:00:00",1159,0,0.105,0.082,0.12,-13.36,-17.27,-7.107,1.272,3.963
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-15 00:00:00",1160,0,0.095,0.066,0.102,-7.464,-12.04,-3.717,3.156,6.312
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-16 00:00:00",1161,0,0.086,0.065,0.109,-2.545,-10.01,-0.9,1.967,6.063
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-17 00:00:00",1162,0,0.085,0.076,0.102,-10.91,-16.93,-3.553,0.901,3.138
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-18 00:00:00",1163,0,0.086,0.067,0.098,-6.904,-15.91,1.058,3.324,6.925
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-19 00:00:00",1164,0,0.075,0.062,0.085,-1.267,-7.792,3.099,1.721,5.525
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-20 00:00:00",1165,0,0.067,0.033,0.107,-0.305,-2.091,2.168,0.531,2.225
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-21 00:00:00",1166,0,0.06,0.053,0.068,-2.481,-3.484,-0.553,1.215,3.4
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-22 00:00:00",1167,0,0.05,0.041,0.056,-1.093,-3.94,2.672,1.882,7.625
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-23 00:00:00",1168,0,0.04,0.02,0.051,-0.303,-6.304,5.472,2.275,6.1
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-24 00:00:00",1169,0,0.046,0.039,0.057,-4.253,-9.17,0.57,1.669,4.888
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-25 00:00:00",1170,0,0.045,0.039,0.057,-0.909,-4.205,1.78,1.113,4.837
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-26 00:00:00",1171,0,0.033,0.024,0.041,2.426,-1.016,7.217,1.088,4.088
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-27 00:00:00",1172,0,0.017,0.002,0.029,2.939,-0.982,8.4,1.422,4.263
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-28 00:00:00",1173,0,0.004,0,0.012,1.778,-2.375,5.413,3.181,10.67
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-29 00:00:00",1174,0,0,0,0,-2.746,-6.733,1.645,0.521,4.675
"Ackerman Clearing","ackerman",1,"24 hour","2019-11-30 00:00:00",1175,0,0,0,0,-6.538,-8.87,-3.975,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-01 00:00:00",1176,0,0,0,0,-9.53,-12.75,-5.552,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-02 00:00:00",1177,0,0.025,0,0.108,-9.76,-15.83,-4.979,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-03 00:00:00",1178,0,0.139,0,1.61,-4.695,-7.939,-1.562,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-04 00:00:00",1179,0,0.135,0.124,0.149,-7.836,-11.77,-2.665,0.492,4.163
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-05 00:00:00",1180,0,0.12,0.094,1.61,-3.09,-7.518,-1.427,0.539,4.338
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-06 00:00:00",1181,0,0.142,0,1.61,-4.604,-7.835,-1.934,1.364,5.288
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-07 00:00:00",1182,0,0.188,0,0.264,-7.376,-9.48,-4.954,0.901,3.213
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-08 00:00:00",1183,0,0.214,0,0.246,-9.83,-13.4,-5.332,0.501,2.813
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-09 00:00:00",1184,0,0.178,0,0.222,-9.09,-20.55,-2.311,3.008,7.837
"Ackerman Clearing","ackerman",1,"24 hour","2019-12-10 00:00:00",1185,0,0.153,0.091,0.185,1.309,-2.507,6.424,3.736,7.575
