"site","site_abbr","site_id","data_interval","timestamp","recnum","rain","snow_depth_mean","snow_depth_min","snow_depth_max","air_temp_avg","air_temp_min","air_temp_max","windspeed_avg","windspeed_max"
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-17 00:00:00",1371,0,0.027,0,1.61,16.23,5.494,25.51,1.057,4.375
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-18 00:00:00",1372,0,0.222,0,1.61,19.32,9.21,29.01,0.858,4.275
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-19 00:00:00",1373,0,0.296,0,0.404,21.18,10.95,30.87,0.991,4.138
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-20 00:00:00",1374,0,0.257,0,0.34,21.65,14.03,29.28,0.649,4.487
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-21 00:00:00",1375,0,0.246,0,0.328,21.76,16.5,29.88,0.684,4.513
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-22 00:00:00",1376,0.508,0.249,0,0.315,21.61,14.79,29.28,0.61,3.663
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-23 00:00:00",1377,33.78,0.201,0,1.61,19.93,15.22,30.32,0.537,4.3
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-24 00:00:00",1378,0.254,0.149,0,1.61,21.38,15.91,28.6,2.134,7.9
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-25 00:00:00",1379,9.14,0.122,0,1.61,16.84,11.88,21.77,1.195,4.925
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-26 00:00:00",1380,0,0.181,0,1.61,16.57,11.27,22.55,1.116,5.075
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-27 00:00:00",1381,0,0.143,0,1.61,17.96,11.46,24.71,0.892,5.1
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-28 00:00:00",1382,5.588,0.136,0,1.61,16.51,10.78,22.88,1.612,5.437
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-29 00:00:00",1383,4.826,0.1,0,1.61,17.99,15.76,23.9,0.349,2.75
"Ackerman Clearing","ackerman",1,"24 hour","2020-06-30 00:00:00",1384,0.508,0.117,0,1.61,17.56,15.02,23.57,0.57,2.963
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-01 00:00:00",1385,19.81,0.143,0,1.61,17.43,15.3,22.51,0.408,2.113
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-02 00:00:00",1386,6.858,0.219,0,1.61,17.74,14.93,23.83,0.304,3.675
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-03 00:00:00",1387,0.762,0.142,0,1.61,20.16,14.06,28.87,0.464,3.138
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-04 00:00:00",1388,0,0.055,0,1.61,20.66,14.91,27.59,0.46,3.413
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-05 00:00:00",1389,0,0.099,0,1.61,19.89,13.61,27.71,0.516,3.013
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-06 00:00:00",1390,0.254,0.163,0,0.259,19.45,12.37,27.63,0.704,4.388
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-07 00:00:00",1391,0,0.149,0,1.61,19.8,13.1,28.19,1.191,4.125
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-08 00:00:00",1392,0,0.13,0,1.61,20.26,11.8,28.36,2.562,6.013
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-09 00:00:00",1393,0,0.104,0,1.61,22.83,17.86,29.82,0.835,3.675
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-10 00:00:00",1394,0,0.133,0,1.61,24.2,17.82,32.15,0.746,4.237
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-11 00:00:00",1395,0,0.11,0,1.61,23.1,18.43,28.71,2.353,6.563
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-12 00:00:00",1396,22.1,0.245,0,1.61,21.26,18.41,27.87,1.928,8.69
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-13 00:00:00",1397,9.91,0.3,0,1.61,19.45,17.08,25.49,0.797,4.7
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-14 00:00:00",1398,0.508,0.362,0,0.405,17.66,14.72,23.59,0.366,3.05
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-15 00:00:00",1399,7.874,0.319,0,1.61,17.67,14.75,23.14,0.386,4.075
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-16 00:00:00",1400,0.254,0.101,0,1.61,19.21,12.99,27.01,1.08,4.325
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-17 00:00:00",1401,1.778,0.139,0,1.61,17.37,15.74,19.85,3.165,6.388
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-18 00:00:00",1402,3.556,0.196,0,0.525,18.53,15.36,24.97,1.534,5.737
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-19 00:00:00",1403,0,0.117,0,1.61,21.19,13.98,28.69,0.638,4.525
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-20 00:00:00",1404,0.508,0.17,0,1.61,22.56,14.75,30.7,1.216,5.362
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-21 00:00:00",1405,0,0.184,0,1.61,22.3,18.36,26.96,1.357,4.263
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-22 00:00:00",1406,0,0.188,0,1.61,19.32,14.92,25.64,0.484,3.25
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-23 00:00:00",1407,1.016,0.19,0,1.61,18.06,14.25,22.18,1.671,3.988
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-24 00:00:00",1408,2.286,0.346,0,1.61,20.36,15.9,27.98,0.521,3.163
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-25 00:00:00",1409,0,0.328,0,1.61,19.89,14.3,27.68,0.506,2.725
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-26 00:00:00",1410,0,0.335,0,0.57,20.13,13.31,27.81,0.491,3.238
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-27 00:00:00",1411,0,0.323,0,1.61,21.95,16.64,27.69,1.314,4.5
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-28 00:00:00",1412,0,0.351,0,1.61,24.2,20.24,29.15,1.306,5.587
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-29 00:00:00",1413,0,0.395,0,1.61,22.29,17.27,27.69,0.99,5.175
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-30 00:00:00",1414,0,0.426,0,1.61,20.07,14.97,26.03,1.003,5.863
"Ackerman Clearing","ackerman",1,"24 hour","2020-07-31 00:00:00",1415,0,0.468,0,1.61,19.59,15.05,26.64,0.677,4.575
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-01 00:00:00",1416,0,0.48,0,0.556,19.2,12.63,27.4,0.654,3.15
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-02 00:00:00",1417,0,0.506,0,0.547,20.58,12.68,28.84,0.509,2.4
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-03 00:00:00",1418,29.21,0.417,0,1.496,19.56,16.15,24.56,2.79,7.662
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-04 00:00:00",1419,0,0.488,0,1.496,19.1,15.66,24.19,1.468,6.225
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-05 00:00:00",1420,36.07,0.328,0,1.61,16.67,15.09,18.24,1.737,5.2
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-06 00:00:00",1421,1.524,0.425,0,1.497,17.03,13.45,21.6,1.234,4.65
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-07 00:00:00",1422,0,0.484,0.066,1.497,16.13,10.76,22.94,0.657,2.775
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-08 00:00:00",1423,0,0.47,0,1.496,16.4,9.35,24.85,0.672,3.763
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-09 00:00:00",1424,0,0.436,0,1.495,19.62,12.72,26.88,0.415,2.712
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-10 00:00:00",1425,1.016,0.391,0,1.21,19.13,14.35,25.83,0.615,4
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-11 00:00:00",1426,3.302,0.313,0,1.209,21.33,17.73,28.21,0.515,2.663
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-12 00:00:00",1427,1.27,0.313,0,1.61,21.82,16.09,30.11,1.744,6.225
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-13 00:00:00",1428,0,0.36,0,1.61,20.56,15.05,26.9,0.536,3.438
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-14 00:00:00",1429,0,0.399,0,1.161,19.45,13.12,27.67,0.32,2.525
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-15 00:00:00",1430,0,0.401,0,1.215,18.75,13.87,26.61,0.199,2.688
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-16 00:00:00",1431,0,0.404,0,1.202,18.75,11.3,26.68,1.642,5.025
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-17 00:00:00",1432,0,0.371,0,1.094,17.66,12.74,23.84,2.582,5.863
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-18 00:00:00",1433,0.762,0.288,0,1.61,17.18,14.11,23.76,0.93,3.388
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-19 00:00:00",1434,5.842,0.317,0,1.61,15.33,10.94,21.62,0.572,3.513
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-20 00:00:00",1435,0,0.454,0,1.498,13.65,9.75,20.59,0.455,3.7
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-21 00:00:00",1436,0,0.438,0,1.496,14.66,6.877,22.1,0.424,4.038
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-22 00:00:00",1437,5.842,0.445,0,1.495,17.24,12.7,24.3,0.457,3.738
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-23 00:00:00",1438,3.556,0.381,0,1.61,17.69,13.2,25.01,0.338,3.087
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-24 00:00:00",1439,0,0.392,0,1.215,19.17,11.62,28.46,0.439,2.963
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-25 00:00:00",1440,1.778,0.372,0,1.61,20.28,13.75,28.02,0.501,3.55
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-26 00:00:00",1441,2.286,0.37,0,1.215,17.91,11.42,24.93,1.313,4.188
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-27 00:00:00",1442,0,0.4,0,1.61,11.6,7.641,17.16,1.125,3.975
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-28 00:00:00",1443,13.46,0.203,0,1.61,11.94,8.86,14.13,0.62,3.075
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-29 00:00:00",1444,2.54,0.174,0,1.61,14.17,10.76,20.15,0.57,3.225
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-30 00:00:00",1445,16.51,0.15,0,1.61,15.59,11.99,21.28,1.952,5.188
"Ackerman Clearing","ackerman",1,"24 hour","2020-08-31 00:00:00",1446,0.254,0.235,0,1.61,12.33,9.27,17.56,1.11,3.85
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-01 00:00:00",1447,0,0.216,0,1.61,13.4,6.876,20.68,1.035,4.312
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-02 00:00:00",1448,0.762,0.189,0,0.473,14.27,11.1,16.65,2.803,6.862
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-03 00:00:00",1449,13.21,0.151,0,1.61,16.89,15.18,19.21,3.27,7.8
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-04 00:00:00",1450,0,0.165,0,1.61,16.19,11.99,22.38,0.507,3.263
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-05 00:00:00",1451,0,0.237,0,1.61,15.37,9.6,21.24,1.24,4.813
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-06 00:00:00",1452,0,0.122,0,1.61,12.22,7.142,18.89,0.581,5.288
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-07 00:00:00",1453,0,0.226,0,1.61,13.59,9.22,19.89,0.768,4.225
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-08 00:00:00",1454,0,0.163,0,1.61,16.7,10.15,23.64,3.702,8.84
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-09 00:00:00",1455,0,0.308,0,1.496,19.49,16.32,25.4,0.896,3.488
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-10 00:00:00",1456,0,0.359,0,1.496,20.48,15.38,28.21,1.209,3.688
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-11 00:00:00",1457,0,0.29,0,1.496,18.43,11.59,25.83,0.83,2.963
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-12 00:00:00",1458,0.254,0.307,0,1.497,10.97,5.826,16.33,0.887,3.588
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-13 00:00:00",1459,0,0.275,0,1.497,10.98,1.693,20.04,2.37,5.337
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-14 00:00:00",1460,9.91,0.269,0,1.61,13.77,10.17,16.66,2.741,7.062
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-15 00:00:00",1461,0,0.315,0,0.479,10.22,3.066,14.49,0.954,3.25
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-16 00:00:00",1462,0,0.287,0,0.52,7.624,1.395,15.75,0.606,3.963
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-17 00:00:00",1463,0,0.327,0,1.61,12.01,3.066,21.23,1.936,5.263
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-18 00:00:00",1464,0,0.227,0,1.61,11.55,6.641,14.34,0.485,2.325
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-19 00:00:00",1465,0,0.211,0,1.61,6.004,-0.63,13.53,0.655,3.4
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-20 00:00:00",1466,0,0.116,0,1.61,4.042,-1.521,12.14,0.649,3.35
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-21 00:00:00",1467,0,0.244,0,1.61,5.716,-1.298,14.63,0.463,2.825
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-22 00:00:00",1468,0,0.185,0,1.61,6.44,-1.932,16.48,0.395,2.438
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-23 00:00:00",1469,0,0.149,0,1.61,7.836,0.504,16.49,0.674,3.025
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-24 00:00:00",1470,0,0.193,0,0.489,13.12,5.885,20.36,0.72,3.475
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-25 00:00:00",1471,0,0.233,0,1.61,15.47,9.44,23.3,0.566,3.888
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-26 00:00:00",1472,0,0.164,0,1.61,15.38,7.678,23.61,0.615,3.425
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-27 00:00:00",1473,0,0.131,0,1.61,16.76,8.78,24.84,2.176,6.65
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-28 00:00:00",1474,0,0.127,0,1.61,18.23,15.86,22.44,3.145,6.788
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-29 00:00:00",1475,0,0.242,0,0.467,18.15,15.06,22.83,3.069,6.487
"Ackerman Clearing","ackerman",1,"24 hour","2020-09-30 00:00:00",1476,23.37,0.135,0,1.61,13.98,8.97,18.76,1.874,6.975
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-01 00:00:00",1477,21.84,0.206,0,1.61,10.24,8.56,13.96,1.803,6.013
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-02 00:00:00",1478,0,0.217,0,1.61,11.4,5.532,16.5,1.617,6.45
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-03 00:00:00",1479,0.762,0.183,0,0.431,7.159,4.26,12.96,0.814,4.788
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-04 00:00:00",1480,0.254,0.15,0,0.424,6.056,0.332,10.87,0.298,2.825
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-05 00:00:00",1481,0,0.207,0,1.61,6.413,0.104,12.69,1.861,4.763
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-06 00:00:00",1482,0,0.211,0,0.395,9.12,6.048,12.99,1.079,3.363
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-07 00:00:00",1483,0,0.198,0,1.61,9.77,2.63,16.56,1.865,5.85
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-08 00:00:00",1484,14.48,0.166,0,1.61,9.83,5.435,12.64,1.937,6.275
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-09 00:00:00",1485,0,0.185,0,1.61,3.448,-0.486,9.34,1.502,5.775
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-10 00:00:00",1486,2.54,0.144,0,1.61,5.791,-2.028,13.63,0.975,4.55
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-11 00:00:00",1487,1.524,0.19,0,1.61,15.35,7.433,21.82,1.947,6.25
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-12 00:00:00",1488,0,0.268,0,0.351,6.08,-0.097,13.05,1.704,4.525
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-13 00:00:00",1489,0,0.279,0,0.365,5.795,-0.107,11.56,4.884,9.49
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-14 00:00:00",1490,6.604,0.17,0,0.427,7.265,5.037,9.74,3.377,9.15
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-15 00:00:00",1491,0,0.196,0,0.43,8.13,2.872,15.83,0.763,4.788
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-16 00:00:00",1492,2.286,0.27,0,1.61,12.6,3.422,23.67,3.604,11.39
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-17 00:00:00",1493,8.38,0.056,0,0.44,5.586,1.558,8.14,0.331,2.413
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-18 00:00:00",1494,0,0.172,0,1.61,4.373,-1.255,10.62,0.683,3.7
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-19 00:00:00",1495,0,0.092,0,0.795,5.949,-1.854,11.54,3.783,8.99
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-20 00:00:00",1496,6.604,0.09,0,0.134,9,8.23,9.85,2.691,6.587
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-21 00:00:00",1497,7.112,0.092,0,0.434,9.51,6.409,12.58,1.388,5.875
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-22 00:00:00",1498,8.89,0.078,0,0.418,10.75,6.464,15.5,2.769,6.663
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-23 00:00:00",1499,0.254,0.072,0,1.61,10.03,5.849,13.89,0.87,4.438
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-24 00:00:00",1500,0.254,0.082,0,0.126,14.84,9.66,21.36,3.758,7.638
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-25 00:00:00",1501,3.556,0.089,0,0.114,6.417,0.875,14.77,1.878,6.413
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-26 00:00:00",1502,0,0.107,0,0.163,1.349,-1.401,7.241,1.681,5.975
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-27 00:00:00",1503,9.14,0.094,0,0.161,2.846,-0.186,6.195,3.597,8.5
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-28 00:00:00",1504,0.508,0.076,0,0.156,1.044,-0.476,3.588,0.545,2.813
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-29 00:00:00",1505,3.556,0.091,0,1.61,2.578,-0.437,7.092,0.929,3.225
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-30 00:00:00",1506,5.08,0.099,0,0.43,2.188,-1.002,4.163,0.243,2.913
"Ackerman Clearing","ackerman",1,"24 hour","2020-10-31 00:00:00",1507,0,0.08,0,1.61,-2.612,-6.688,2.327,0.303,2.738
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-01 00:00:00",1508,0,0.074,0,0.143,-2.68,-9.4,4.139,1.732,6.375
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-02 00:00:00",1509,9.14,0.097,0,1.61,0.51,-2.842,3.902,3.786,10.46
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-03 00:00:00",1510,0,0.138,0,1.61,-3.736,-5.674,-0.972,1.978,5.9
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-04 00:00:00",1511,0,0.218,0,1.61,-4.835,-7.971,-0.724,1.434,4.513
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-05 00:00:00",1512,10.67,0.123,0.086,0.169,1.839,-5.867,9.78,3.384,6.212
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-06 00:00:00",1513,0,0.066,0,1.61,9.49,0.371,18.37,1.586,4.025
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-07 00:00:00",1514,0,0.016,0.009,0.027,13.01,8.88,17.82,1.103,4.95
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-08 00:00:00",1515,0,0.016,0.011,0.029,12.87,8.19,20.27,1.228,3.55
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-09 00:00:00",1516,0,0.015,0.01,0.029,13.35,7.358,21.21,0.729,3.438
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-10 00:00:00",1517,0,0.016,0.01,0.028,11.89,3.491,21.73,0.703,3.188
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-11 00:00:00",1518,0,0.016,0.011,0.027,13.14,4.571,21.23,1.469,3.963
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-12 00:00:00",1519,5.588,0.058,0,0.473,13.58,7.946,16.26,2.019,5.612
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-13 00:00:00",1520,0,0.06,0,0.464,2.067,-3.571,8.07,0.956,3.55
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-14 00:00:00",1521,0.254,0.09,0,1.61,-0.169,-4.843,2.38,2.143,6.912
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-15 00:00:00",1522,0,0.017,0,0.027,-0.185,-4.523,3.873,1.047,4.025
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-16 00:00:00",1523,19.56,0.024,0,0.431,0.071,-5.102,5.057,5.295,12.78
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-17 00:00:00",1524,0.762,0.024,0,0.34,0.816,-1.333,3.385,2.016,7.062
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-18 00:00:00",1525,0,0.017,0,0.026,-2.565,-7.765,1.236,1.31,3.85
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-19 00:00:00",1526,0,0.022,0.016,0.03,-9.59,-11.36,-6.285,1.209,3.738
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-20 00:00:00",1527,0.254,0.019,0.011,0.029,-1.822,-10.89,7.241,2.622,8.14
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-21 00:00:00",1528,0,0.015,0.01,0.022,9.39,5.53,13.33,1.302,5.4
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-22 00:00:00",1529,0,0.017,0.01,0.027,2.772,-1.777,7.054,1.257,3.825
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-25 00:00:00",1530,0.254,0.038,0.022,0.052,-5.878,-8.71,-2.803,0.017,2.15
"Ackerman Clearing","ackerman",1,"24 hour","2020-11-26 00:00:00",1531,6.096,0.04,0.012,0.056,-1.689,-7.471,2.321,1.906,7.237
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-09 00:00:00",1532,0,0.039,0.027,0.047,-8.62,-9.8,-7.805,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-10 00:00:00",1533,0,0.07,0.038,0.102,-4.537,-9.93,-1.394,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-11 00:00:00",1534,0,0.094,0.078,0.097,-1.613,-2.349,-0.654,0,0
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-12 00:00:00",1535,7.62,0.086,0.076,0.114,0.175,-3.865,5.59,0.633,5.138
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-13 00:00:00",1536,2.032,0.07,0.041,0.081,1.444,-1.326,4.443,3.482,7.675
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-14 00:00:00",1537,0.508,0.027,0.016,0.049,1.594,-2.889,6.017,1.624,5.225
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-15 00:00:00",1538,0,0.018,0.014,0.023,-2.82,-5.037,-1.385,1.143,5.663
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-16 00:00:00",1539,0,0.025,0.02,0.033,-10.49,-16.67,-5.027,1.515,5.062
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-17 00:00:00",1540,0,0.029,0.024,0.048,-13.69,-18.17,-9.81,2.425,6.687
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-18 00:00:00",1541,0,0.136,0.131,0.14,-11.14,-13.91,-8.43,0.888,2.188
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-19 00:00:00",1542,0.254,0.125,0.111,0.141,-11.48,-15.99,-3.175,1.058,3.125
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-20 00:00:00",1543,0,0.122,0.114,0.141,-9.85,-17.07,-4.02,1.162,4.662
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-21 00:00:00",1544,0,0.128,0.089,0.155,-4.725,-6.599,-3.313,3.09,6.525
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-22 00:00:00",1545,0,0.146,0.134,0.164,-1.675,-3.323,0.893,0.986,3.363
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-23 00:00:00",1546,0,0.157,0.11,0.187,-2.454,-6.593,-1.116,1.189,4.325
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-24 00:00:00",1547,0,0.167,0.162,0.171,-6.06,-11.83,-2.858,2.737,9.3
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-25 00:00:00",1548,42.16,0.131,0.025,0.166,2.315,-4.273,9.75,5.765,10.7
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-26 00:00:00",1549,31.75,0.019,0.014,0.046,6.198,-3.769,12.82,4.452,11.99
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-27 00:00:00",1550,0,0.04,0.013,0.102,-6.821,-8.26,-3.759,1.779,5.737
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-28 00:00:00",1551,0,0.097,0,1.61,-6.113,-7.76,-4.606,1.954,7.75
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-29 00:00:00",1552,0,0.089,0.048,0.14,-3.306,-6.425,0.922,3.573,9.99
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-30 00:00:00",1553,0,0.119,0.109,0.142,-9.78,-14.63,-4.669,1.314,4.825
"Ackerman Clearing","ackerman",1,"24 hour","2020-12-31 00:00:00",1554,0,0.107,0.095,0.112,-7.467,-14.31,-1.374,3.362,9.14
